,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
14599,14599,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583077181,0.483047479,39.98873363,7423.46988
14600,14600,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.510668562,0.451036893,36.55432716,6279.3385
14601,14601,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.54259037,0.468763134,33.804824,5322.84043
14602,14602,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.427005551,0.411590845,31.87518207,4667.72494
14603,14603,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.386518419,0.379871916,30.35778147,3826.17226
14604,14604,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.533196209,0.452680279,36.94898618,6306.55062
14605,14605,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.523845567,0.459383737,37.96686445,8634.77583
14606,14606,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58337988,0.488176027,40.22738685,7443.62446
14607,14607,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.468834437,0.417908804,33.76469664,5330.36931
14608,14608,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.614621141,0.513728593,43.00334146,8254.05731
14609,14609,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.631417034,0.463806532,45.20294287,8570.91353
14610,14610,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.467905283,0.419851618,33.08835541,5482.0813
14611,14611,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.492076861,0.444703745,35.55511529,5791.45673
14612,14612,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.529678291,0.463558518,37.17143065,6301.03442
14613,14613,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.39936701,0.406618165,31.44841986,4320.87416
14614,14614,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.558394035,0.478666426,39.44864975,7298.0026
14615,14615,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.428771298,33.749712,5033.68556
14616,14616,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.483249032,0.433737787,34.79781929,5632.45917
14617,14617,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.524577301,0.472521274,42.92385344,8440.96097
14618,14618,25.0,0.5,0.25,0.49,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.425493214,0.43491951,34.60429153,8711.20896
14619,14619,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.546174929,0.451546571,37.97024343,6929.5548
14620,14620,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.535364693,0.434863988,36.46620322,6318.70872
14621,14621,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.583697575,0.492820232,40.4613306,7557.46014
14622,14622,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.350136522,0.381078645,30.79456852,3519.43131
14623,14623,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.542831206,0.471665153,38.72243878,6707.59259
14624,14624,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.479449351,0.420400914,34.3041215,5911.49359
14625,14625,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.511413154,0.463020067,37.78237359,6255.89064
14626,14626,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.417072864,0.407223705,31.36831014,4393.52743
14627,14627,25.0,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.468921469,0.436376172,34.52656124,5330.36931
14628,14628,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.468305902,0.417947008,37.55556802,6731.71221
14629,14629,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.552071106,0.476588872,39.13991586,6929.5548
14630,14630,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.500183678,0.453028369,33.704886,5946.05226
14631,14631,25.0,0.5,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.490965919,0.444703745,35.92331365,5741.31418
14632,14632,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.52661476,0.464561582,37.78638255,6182.75087
14633,14633,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.477961423,0.434349356,34.62976419,5535.05665
14634,14634,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.595712725,0.498282106,41.21921269,7575.80124
14635,14635,12.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.467569149,0.407126353,31.07883034,5665.2196
14636,14636,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.323727288,0.373748945,28.71977169,3276.36206
14637,14637,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.464972316,0.428771298,33.12546719,5234.74696
14638,14638,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605758307,0.500029301,41.91637397,7667.83619
14639,14639,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.460126356,0.409760795,32.79766623,5602.02293
14640,14640,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.334593591,0.377566465,27.735098,3049.39771
14641,14641,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.430443779,0.402182926,32.09005649,4737.63925
14642,14642,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.509001253,0.453507667,36.44734554,4920.13663
14643,14643,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.523070143,0.431267232,36.16604354,5313.37828
14644,14644,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.54259037,0.467852649,41.35738644,7340.46077
14645,14645,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.498729997,0.448887241,35.18597077,5628.8828
14646,14646,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.528518697,0.437693166,38.23520379,6615.69006
14647,14647,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.489083314,0.418219535,34.8789274,6500.09778
14648,14648,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.467854471,0.435291283,34.8789274,5696.02606
14649,14649,25.0,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.391964935,0.401275192,31.09005649,7903.51351
14650,14650,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.364880783,0.391617371,29.55801912,3764.31973
14651,14651,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.523070143,0.445497348,35.78105469,4975.88538
14652,14652,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.467905283,0.434693695,33.99420814,5535.05665
14653,14653,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.642881721,0.532772006,46.36934409,8254.12654
14654,14654,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.399193166,0.407940293,31.76315093,4248.35505
14655,14655,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.541083154,0.462462315,37.7247238,6621.25081
14656,14656,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.521523421,0.453028369,36.46620322,6146.83152
14657,14657,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.410849197,0.406618165,31.86773783,5934.01088
14658,14658,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.544644313,0.441974474,37.55181473,6960.10751
14659,14659,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383581787,0.4002977,30.66522059,4200.97375
14660,14660,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.612974151,0.508131009,43.00334146,8408.38341
14661,14661,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480386371,0.432722017,34.66057255,5830.89362
14662,14662,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.476911433,0.438231396,34.8789274,5462.13394
14663,14663,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.529678291,0.432754792,36.94898618,6608.90751
14664,14664,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.37680364,0.378833119,28.41793063,3804.61017
14665,14665,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.576589776,0.483787993,39.33656697,7417.81497
14666,14666,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.40383312,0.409438226,31.67018669,4644.60117
14667,14667,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.575589557,0.486816771,40.28235597,7536.09687
14668,14668,20.0,0.537,0.117,0.409,0.058,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.370946044,0.364725785,28.28409524,3708.20502
14669,14669,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.581744319,0.485989695,39.46756134,7457.50606
14670,14670,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.621749749,0.511053454,43.63998621,8247.52116
14671,14671,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.383786508,0.383470679,29.90851804,3911.42225
14672,14672,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58492102,0.488527456,40.33593654,7483.73632
14673,14673,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.586602539,0.488527456,40.63849594,7423.46988
14674,14674,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.391964935,0.40166998,30.90686128,4010.55215
14675,14675,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.63346314,0.51715975,43.93700206,7895.0208
14676,14676,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.504169517,0.453131061,36.09379556,5852.8742
14677,14677,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.442626748,0.424874062,33.28480863,5042.64034
14678,14678,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.509001253,0.451905492,36.85236256,6771.72291
14679,14679,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.392540298,0.404796043,29.05187144,4079.91244
14680,14680,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.288159094,0.364725785,35.14089874,2825.00374
14681,14681,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.530112463,0.451025369,36.88084855,5503.09583
14682,14682,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.532728714,0.465041445,37.0603745,6260.47363
14683,14683,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.468305902,0.439278501,34.89511705,5596.22636
14684,14684,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.404446048,0.399556226,30.5797224,4356.94587
14685,14685,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.61854944,0.508336663,42.24537298,8175.45619
14686,14686,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404446048,0.403129918,31.78225878,4305.51182
14687,14687,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.469631675,0.433737787,34.13758465,5330.06203
14688,14688,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.593029845,0.491414051,40.82972076,7340.46077
14689,14689,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402838656,0.401490054,31.09081533,4254.82514
14690,14690,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621376432,0.513171554,43.3126693,8562.37077
14691,14691,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.425493214,0.419747673,31.43977899,4460.91457
14692,14692,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.53255682,0.460305334,37.77937909,5428.10602
14693,14693,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534251703,0.468896154,37.73169085,6249.47082
14694,14694,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.391582692,30.27497178,3911.42225
14695,14695,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.308856187,0.376874346,27.44242745,2946.92602
14696,14696,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.483249032,0.446434723,35.98855463,5299.66133
14697,14697,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.520592483,0.435291285,35.72822346,6320.96112
14698,14698,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.379906235,0.386415506,29.73999168,3396.72989
14699,14699,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.478000734,0.437922725,34.66515546,6392.35667
14700,14700,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.576602444,0.482859526,40.22738685,7411.17457
14701,14701,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.595948108,0.491414051,41.78031158,7415.89441
14702,14702,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.532704207,0.463806532,39.33656697,7007.66825
14703,14703,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509782413,0.459383737,36.04045222,6155.89609
14704,14704,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.342841074,0.382702852,29.94364365,3276.36206
14705,14705,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.530916639,0.462795445,37.33160636,6795.88187
14706,14706,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.638787728,0.524904141,45.718182,8538.462
14707,14707,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.605677437,0.449239458,41.36494454,7732.22522
14708,14708,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,31.0,50.8,16.0,0.26,0.576561833,0.482118713,40.4613306,6493.47253
14709,14709,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.538371386,0.446912521,37.7247238,6528.79888
14710,14710,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.559324725,0.479607332,39.33251373,6979.32479
14711,14711,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.603524723,0.50952792,42.12881916,7064.16978
14712,14712,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.538048419,0.445134287,36.92483932,6569.24967
14713,14713,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.372318474,0.394606103,31.44841986,3764.31973
14714,14714,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.464365879,0.428903862,33.75309045,5136.93247
14715,14715,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.506346175,0.459464772,36.62496616,6155.89609
14716,14716,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.500207249,0.455528369,35.68558673,5970.68186
14717,14717,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.492809568,0.431448682,36.7247238,6836.39728
14718,14718,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.595306377,0.494398082,41.36494454,7564.77493
14719,14719,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.594836828,0.495912854,41.36494454,7690.1749
14720,14720,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.509933842,0.45230956,36.95787336,6771.67497
14721,14721,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.513772901,0.452027468,37.29886067,6574.18247
14722,14722,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.509989204,0.453001484,36.94898618,8090.41713
14723,14723,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.488876344,0.445497348,35.75622341,5544.62172
14724,14724,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.496598201,0.44252903,36.83081961,5767.17836
14725,14725,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.459358436,0.405558182,31.57410804,5837.21503
14726,14726,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496636394,0.446570029,35.92331365,5934.01088
14727,14727,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.528899809,0.463561831,37.70659201,6749.51819
14728,14728,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.460960916,0.403128905,31.92881551,4574.81387
14729,14729,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.553663086,0.471665153,38.6454264,7024.74836
14730,14730,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.309669459,0.366283529,27.3454535,2825.00374
14731,14731,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.5138891,0.458966196,37.07093657,6467.65476
14732,14732,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.559094277,0.476928353,38.65527495,6671.07264
14733,14733,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520637077,0.460795368,37.97024343,6279.3385
14734,14734,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.527742687,0.461801728,37.90930402,6821.8081
14735,14735,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.506686303,0.454917386,36.83081961,6109.85047
14736,14736,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.335529768,0.390310494,29.64786104,3471.19214
14737,14737,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.391964935,0.401397435,30.68639758,4045.47966
14738,14738,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.546174929,0.445284233,39.98873363,6958.17479
14739,14739,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.37718413,0.388167887,30.15219795,3804.61017
14740,14740,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.509933842,0.45386752,36.68258785,5729.56964
14741,14741,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.397461189,0.394971427,29.83315835,3968.33018
14742,14742,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.554324725,0.471189418,40.56148952,7564.77493
14743,14743,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.465538066,0.405525072,32.84923819,5720.72316
14744,14744,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.529163709,0.447095519,42.02254143,8621.81568
14745,14745,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.49368953,0.443754909,35.92331365,5741.2103
14746,14746,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.433014308,0.407223705,31.99178123,5005.32997
14747,14747,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.607679197,0.50146507,42.0271829,7738.88171
14748,14748,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.633144179,0.519455977,44.2785829,8318.79889
14749,14749,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.601353783,0.496997462,41.52614508,7560.20565
14750,14750,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.621582749,0.500653697,39.81661146,6862.90839
14751,14751,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.633144179,0.504526655,43.95536146,8134.72655
14752,14752,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.340063353,0.381767872,28.76356526,3519.43131
14753,14753,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.51425307,0.457845739,36.94898618,6397.35569
14754,14754,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.585313688,0.486889324,37.25124178,6621.25081
14755,14755,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481204499,0.445308404,34.5252582,5535.05665
14756,14756,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.488295914,0.435620773,40.0282126,7517.44077
14757,14757,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.538604193,0.468763134,38.3177098,6663.00068
14758,14758,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.538604193,0.468493268,38.64034468,6735.24371
14759,14759,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.467905283,0.416280584,33.26713681,5246.52146
14760,14760,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.540082008,0.471249919,40.41794736,7415.89441
14761,14761,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.574796304,0.485989695,40.55976952,7064.16978
14762,14762,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.584016198,0.483702858,40.50451387,5948.11447
14763,14763,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.495987728,0.424657113,35.16668937,6260.47363
14764,14764,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.553032347,0.471189418,38.45252155,6626.8515
14765,14765,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.612209289,0.509645194,43.65957738,7557.46014
14766,14766,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.572725923,0.482118713,43.33471751,8743.52098
14767,14767,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.476202171,0.420598245,32.81196654,5914.16491
