,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
10996,10996,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.539252868,0.438095887,36.68258785,6598.85404
2396,2396,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.578889093,0.492748552,40.7940564,7127.16457
8432,8432,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494493206,0.447597174,35.51371293,5932.23909
12929,12929,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.43687052,0.415270878,32.5102476,5446.69747
11324,11324,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.559628479,0.475847288,43.33471751,8413.65966
12449,12449,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.514537018,0.431946288,37.30376378,6583.45789
14123,14123,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.566350244,0.477778535,39.77346165,7028.6735
398,398,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.506793789,0.450498441,36.46620322,6187.95188
3455,3455,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.490851426,0.442789316,35.28592597,5729.56964
618,618,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.605758307,0.500029301,41.71941614,7969.02575
5799,5799,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.53427161,0.464165541,37.90850822,6281.91711
930,930,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.49154744,0.442865602,35.23885567,5902.33288
7927,7927,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488485703,0.419851618,34.7014352,5637.9843
409,409,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.622419314,0.513585375,43.65957738,8116.53175
2697,2697,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.473142233,0.417947008,34.68201491,5531.35174
6314,6314,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566076664,0.477438541,39.23411184,7483.73632
7283,7283,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.508275418,0.455880077,36.80735327,5942.42162
8737,8737,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.470646044,0.417947008,33.23191007,5674.02852
11753,11753,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.389452628,0.383377956,29.84228529,4062.73953
15019,15019,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.407373541,0.373856466,33.23244939,4016.3616
5777,5777,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.421448998,0.414830175,32.29905902,4673.38052
10184,10184,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.576561833,0.492820232,41.9337572,7897.9319
11430,11430,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.509001253,0.424902006,32.68039834,6024.94599
7100,7100,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.520587192,0.434132503,36.19103587,6801.32393
3143,3143,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603545036,0.497978979,41.6216451,7738.88171
2703,2703,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.541564813,0.470719039,38.65527495,6992.82314
15007,15007,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.532627825,0.436258462,36.46620322,5645.14663
7986,7986,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.474162324,0.438875462,34.70788043,5767.17836
14701,14701,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.595948108,0.491414051,41.78031158,7415.89441
15260,15260,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.47973321,0.431201835,32.79765098,4740.01505
7005,7005,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527189908,0.468039601,37.02177209,6117.4759
4149,4149,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.363981224,0.400247657,30.87426207,3139.43255
6091,6091,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.392540298,0.395435754,30.21832512,4056.83427
4150,4150,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.606599706,0.511116064,45.20294287,7825.87492
4891,4891,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.574708327,0.486889324,40.33593654,7174.6649
8458,8458,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.539747718,0.463020067,37.23938598,6281.91711
8427,8427,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.50476135,0.450498441,36.97636061,6132.41738
8123,8123,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.429210588,0.409638065,31.57755786,4920.13663
7659,7659,20.0,0.537,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.502979625,0.452484359,36.84586824,6992.82314
9121,9121,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.571610169,0.484307576,39.8226933,7440.71201
2371,2371,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.473458531,0.427430828,34.77712169,5534.80494
6458,6458,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502842336,0.442952601,35.59821657,6409.14001
2980,2980,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.622622866,0.513260507,43.55016374,8174.46338
10691,10691,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.463097152,0.402182926,32.84923819,8634.77583
4269,4269,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.538371386,0.462547404,37.54210856,6251.61184
3762,3762,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.465538066,0.409033913,32.69048728,5347.51393
6336,6336,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.509933842,0.429710486,35.11807556,6115.94707
9240,9240,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.432911682,0.470719039,32.66436708,4281.52619
8783,8783,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.408178454,0.403129918,30.88504716,4056.83427
782,782,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.509001253,0.450498441,35.59821657,5966.71128
8585,8585,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.401490054,0.399530934,30.60468328,4228.81888
11534,11534,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480963646,0.418732102,34.89995717,7136.98445
4894,4894,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.57467888,0.486003684,40.11609108,7369.68559
13849,13849,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.611039732,0.501877874,42.68661357,7617.39589
10471,10471,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.44371199,0.420093742,32.88840203,4865.39997
3124,3124,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.407072571,0.392668897,30.90686128,4163.82304
7044,7044,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.46751899,0.429710486,33.55926075,5199.53404
15091,15091,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.54613583,0.436042539,37.62231336,6422.92209
10941,10941,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.483249032,0.445484498,34.01445364,5773.62581
3255,3255,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.579179402,0.486201582,40.12609155,7441.50942
1029,1029,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.486814739,0.418867231,36.31013579,6960.10751
9432,9432,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.576589776,0.485548321,40.03902035,7411.17457
10361,10361,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.569329938,0.424902006,33.66987505,5970.68186
11162,11162,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.480963646,0.437317312,32.66436708,4924.35736
15244,15244,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.378833119,0.395911623,30.12737627,3385.148
3574,3574,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.582954458,0.486201582,40.55501923,7235.77564
10239,10239,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.610691292,0.503991707,42.40950749,7935.09476
7554,7554,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.470881648,0.413625114,33.87425241,6320.23893
6471,6471,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.496598201,0.44252903,35.16668937,5596.22636
8589,8589,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.566076664,0.48518887,39.38136072,7041.38018
6477,6477,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.521414646,0.452027468,36.25720816,6493.25828
11929,11929,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.564981991,0.462462315,37.80745277,6277.16867
4642,4642,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429580755,0.391524096,31.10161493,4945.79443
774,774,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.41545835,0.393418576,31.27496149,5377.27086
4714,4714,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.473688611,0.419215723,34.3041215,5535.05665
10149,10149,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.454737417,0.401931944,31.87518207,4952.01304
4522,4522,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.450102564,0.419747673,33.3039002,5246.52146
2420,2420,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.538604193,0.463064582,37.17991165,6013.40759
12552,12552,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.483872542,0.417947008,34.20739786,5381.27266
8236,8236,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.315500071,0.372179064,29.13659362,3385.148
9378,9378,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534251703,0.464892019,44.48708185,8318.79889
6588,6588,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.584016198,0.492641907,41.19101338,7267.28344
7697,7697,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.587276072,0.494588902,41.40492886,7317.95104
11579,11579,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.452690306,0.423246366,32.68039834,5042.64034
10114,10114,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.536899811,0.437062839,37.20361319,6397.35569
2730,2730,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.538604193,0.476002331,38.58501178,6276.41054
1243,1243,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.496618271,0.441974474,36.04045222,6394.07791
12895,12895,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.470646034,0.426746554,31.59741711,4769.31827
14098,14098,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.468305902,0.417947008,35.66891105,5482.0813
5510,5510,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.46305902,0.429230513,26.28235597,5601.20531
724,724,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.422547698,0.424311942,32.5057415,4201.43596
8450,8450,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.566355374,0.432440021,38.60776797,6397.35569
8999,8999,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.483249032,0.446570029,37.77154371,5755.70016
1253,1253,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.440473059,0.411955636,34.95536146,5876.96001
9139,9139,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.612222602,0.506024348,34.52074419,6806.49269
1199,1199,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.594568429,0.495912854,41.21921269,7998.35059
1523,1523,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527724447,0.463806532,37.90930402,6821.8081
10303,10303,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,3.77,0.06,0.40388312,0.427430828,31.66163379,4584.45355
9675,9675,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.529511192,0.460305334,37.25124178,7007.66825
12416,12416,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.386636394,0.399556226,30.79125626,2825.00374
1334,1334,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.557250655,0.47653588,38.38301202,6564.9583
3449,3449,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.465538066,0.43491928,33.84707944,5154.97591
8856,8856,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.524887803,0.46389552,37.7247238,6260.47363
14464,14464,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480963646,0.438630573,34.17462527,5322.84043
11995,11995,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.613333283,0.504056677,42.40766225,7825.87492
12941,12941,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.435965493,0.417486081,32.514844,4673.38052
7922,7922,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551234401,0.471828735,39.8226933,7284.81478
8748,8748,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595052932,0.497740882,41.44744954,7521.71436
8042,8042,12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.619887727,0.517544673,43.78105469,7184.01384
15071,15071,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520592483,0.433668483,35.72822346,6608.04163
4949,4949,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.631417034,0.521053692,44.59947057,8413.65966
8622,8622,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.579981861,0.485752533,40.39944387,7122.49056
663,663,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.512307598,0.456450549,37.70659201,6320.23893
8051,8051,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.478047919,0.432109831,33.11609108,5498.43844
9612,9612,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.571610169,0.468338919,39.64669117,7184.01384
4370,4370,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.542170237,0.463759475,37.23938598,6392.35667
2174,2174,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498729997,0.446570029,35.43484314,5781.85965
2092,2092,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.468305902,0.436345708,34.33160636,5794.89185
11399,11399,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.553032347,0.471189418,38.45252155,6848.62622
4098,4098,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.494584864,0.44252903,35.56261102,5919.43076
5612,5612,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.422547698,0.414830175,30.68558673,4667.72494
7392,7392,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.559094277,0.471871207,37.21076317,6251.61184
4837,4837,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.61854944,0.502418156,42.79905453,8634.77583
9510,9510,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.466109593,0.434132503,34.53114233,5313.37828
2312,2312,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.53255682,0.467558508,37.02918026,6239.53349
12370,12370,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.424778393,0.404575636,32.40278346,4867.94772
9529,9529,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.39936701,0.405898222,31.10161493,4290.96488
9843,9843,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551775489,0.470176914,38.38162699,6628.76363
4327,4327,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.573204799,0.481173502,40.35118636,5794.89185
3072,3072,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.340063353,0.373856466,29.90851804,3494.94296
10143,10143,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.334593591,0.388880208,29.88558911,7628.6476
12180,12180,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.5561803,0.479010781,39.15823782,7235.77564
8129,8129,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.36099568,0.388860282,29.55801912,3828.16556
9686,9686,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.545028739,0.472670389,38.69800786,6673.304
9447,9447,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.538371386,0.442557129,36.98857322,5718.40817
1788,1788,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.594206083,0.493757519,41.57478166,7560.20565
6064,6064,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.404446048,0.409907136,31.07883034,4305.51182
4966,4966,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.505120461,0.425220363,35.6972028,6187.95188
10157,10157,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.482848693,0.441974474,34.79781929,5482.0813
13789,13789,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.460126356,0.402838656,31.09005649,5700.24324
6644,6644,25.0,0.5,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.462013355,0.416537797,32.15868546,5246.52146
4201,4201,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.514537018,0.430253104,35.41408191,6493.47253
6399,6399,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.447668818,0.423763672,33.44938499,4936.36477
5867,5867,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.575589557,0.484791782,40.84711944,7428.83442
9544,9544,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.481472551,0.431122059,34.2751629,5552.72387
583,583,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.511413154,0.453119748,36.84586824,6449.04157
4970,4970,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.376670148,0.396533319,30.54630597,3139.43255
10552,10552,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.575902218,0.481173502,39.46756134,7415.89441
14838,14838,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509158377,0.453340965,36.88084855,6132.41738
7119,7119,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.538604193,0.468763134,38.3177098,6663.00068
13052,13052,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.470643424,0.411220309,33.12546719,5234.74696
11893,11893,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.46555863,0.407126353,32.62780351,5399.86113
8439,8439,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.386011221,0.388632634,29.79344014,3834.5748
3014,3014,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.349908358,0.390310494,28.13589892,3373.43684
7695,7695,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.627442488,0.528518697,43.1711423,8109.2305
13591,13591,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.473458531,0.418219535,33.84707944,1945.53061
7295,7295,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.350874635,0.388632634,29.55021089,3511.5379
11477,11477,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.498740298,0.448463132,35.98855463,4580.393
7658,7658,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.511480554,0.452074913,36.55432716,6254.82922
131,131,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578114733,0.485218942,40.33593654,7174.6649
11802,11802,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.644329005,0.519045161,45.07802445,8562.37077
700,700,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.488014406,0.447978979,38.82636429,5767.17836
114,114,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.533820778,0.462462315,37.52543015,6526.98819
10006,10006,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.514537018,0.465680233,37.87016972,6480.80815
9645,9645,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.542831206,0.462547404,38.6254357,6539.11085
14699,14699,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.478000734,0.437922725,34.66515546,6392.35667
7915,7915,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.468192461,0.426746554,34.97653895,5330.06203
6419,6419,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.568853507,0.460795368,37.02177209,6320.23893
11834,11834,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.586760249,0.490357436,40.7940564,7555.17159
